name,rank,year,genre,duration,rating,url,runtime_min,decade
Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,245,2020,Adventure,1h 57m,8.2,https://www.imdb.com/title/tt11032374/,117.0,2020
Drishyam,246,2015,Crime,2h 43m,8.2,https://www.imdb.com/title/tt4430212/,163.0,2010
Drishyam,246,2015,Drama,2h 43m,8.2,https://www.imdb.com/title/tt4430212/,163.0,2010
Drishyam,246,2015,Mystery,2h 43m,8.2,https://www.imdb.com/title/tt4430212/,163.0,2010
The Grapes of Wrath,247,1940,Drama,2h 9m,8.1,https://www.imdb.com/title/tt0032551/,129.0,1940
To Be or Not to Be,248,1942,Comedy,1h 39m,8.1,https://www.imdb.com/title/tt0035446/,99.0,1940
To Be or Not to Be,248,1942,Romance,1h 39m,8.1,https://www.imdb.com/title/tt0035446/,99.0,1940
To Be or Not to Be,248,1942,War,1h 39m,8.1,https://www.imdb.com/title/tt0035446/,99.0,1940
Andhadhun,249,2018,Crime,2h 19m,8.2,https://www.imdb.com/title/tt8108198/,139.0,2010
Andhadhun,249,2018,Mystery,2h 19m,8.2,https://www.imdb.com/title/tt8108198/,139.0,2010
Andhadhun,249,2018,Thriller,2h 19m,8.2,https://www.imdb.com/title/tt8108198/,139.0,2010
Laapataa Ladies,250,2023,Comedy,2h 2m,8.3,https://www.imdb.com/title/tt21626284/,122.0,2020
Laapataa Ladies,250,2023,Drama,2h 2m,8.3,https://www.imdb.com/title/tt21626284/,122.0,2020
